PSNR (256)_GRGB
C:\Users\Admin\Desktop\thinh\phat.flv
C:\Users\Admin\Desktop\thinh\thu.ts
AVG: 16.33481598
13.58002567
13.52836227
13.67144203
13.64681816
13.64046097
13.63850689
13.68844604
13.68865967
13.71573639
13.69578457
13.69007111
13.65595627
13.64986610
13.70124054
13.61103916
13.61524582
13.60791302
13.60972881
13.82449245
13.82335854
13.82299519
14.20029163
14.20215416
14.20472240
14.53258610
14.53677750
14.61069965
14.60902977
14.55745220
14.46313477
14.46150303
14.36350250
14.36195374
14.44081211
14.31732082
14.31486225
14.27017593
14.27088642
14.27029991
14.23528767
14.23334217
14.20637703
14.20496464
14.28549004
14.28691769
14.28945446
14.44717216
14.44722939
14.51536179
14.64281082
14.64350128
15.00681686
15.00618076
15.41011238
15.41143799
15.41318893
15.32067490
15.85124779
15.85335827
15.85153198
15.84902763
15.85444069
15.92571259
15.64964485
15.56897545
15.56701756
15.26210403
15.25360870
15.15517998
15.05271721
15.05131149
14.98272133
14.97602367
15.01622105
15.01223946
15.01143360
15.18058014
15.18061829
15.47716999
15.47568130
15.47715282
15.66589355
15.66923046
15.73936844
15.73697662
15.73888969
15.91943264
15.91999531
15.96324444
15.96474838
15.96754074
15.87019062
15.86494637
15.84947491
15.78556252
15.78876305
15.85537434
15.86264038
15.86052990
15.85801601
15.85783958
15.83476257
15.83470917
15.91518497
15.89614010
15.89933968
16.04199219
16.03950310
15.96585274
16.21293640
16.21366692
16.31898880
16.31755257
16.49519730
16.41197395
16.41380501
16.43691254
16.43485832
16.43544006
16.46466637
16.46536827
16.39715004
16.39460182
16.39415359
16.24253273
16.24770164
16.30544281
16.30656815
16.71395493
16.71978569
16.72560310
17.10882759
17.10790443
17.18193436
17.54442978
17.54453278
18.16036987
18.16882515
18.53778076
18.53193855
18.53162003
18.76614380
18.76722717
18.73506355
18.72888374
18.73032761
18.47163773
18.47192001
18.48322105
18.26734161
18.26898384
18.24650192
18.24146461
18.38106346
18.37009430
18.36478043
18.64605904
18.64477921
19.16923141
19.16510010
19.16201401
19.41648293
19.41041183
19.28347778
19.31754112
19.32260513
19.36304665
19.35502815
19.28543663
19.28363419
19.28264427
19.03270912
19.03427315
19.05427170
18.58862495
18.58591843
18.05177307
18.04887772
17.44530678
17.44069672
17.43974304
17.07282257
17.07151794
17.14555740
17.14058113
17.13809586
17.33282852
17.32863998
17.39276123
17.75426483
17.75329208
18.21349716
18.21302795
18.69102669
18.68817329
18.68675423
18.87001801
18.87369537
18.93532562
18.93036461
18.93161392
18.82188988
18.82052612
18.75728226
18.70128250
18.70624542
18.75907516
18.75908089
18.75807381
18.68888855
18.68762016
18.28223228
18.27919579
17.88509178
17.88285446
17.88083839
17.65463829
17.65851784
17.89789581
17.89493179
17.89185524
18.14392471
18.14059067
18.63455200
18.63411903
18.63459778
19.23094559
19.22935295
19.48523331
19.43552017
19.43340492
19.61473656
19.61290550
19.92574310
19.91973495
19.91962814
20.21043396
20.21564865
20.48200989
20.47823334
20.47576523
20.56287575
20.55566025
20.35902023
20.35330772
20.35364342
20.50855255
20.50457954
20.49966431
20.63784790
20.60044479
20.67814064
20.67989159
21.02265167
21.02186394
21.02068329
21.24176407
21.24145508
21.18769073
21.15003586
21.14795494
21.06714439
21.05571556
20.82166672
20.81968307
20.81793022
20.61052132
20.60413742
20.62746811
20.61009598
20.61217308
20.30327034
20.30223656
20.18869400
20.13232422
20.13714027
20.34594727
20.33934402
20.55191231
20.52988052
20.55286407
20.82522583
20.84980965
20.93503761
20.94104004
20.94309235
20.97587776
20.99143600
21.05314255
20.71134567
20.71160507
20.46996117
20.46312714
20.45858765
20.38422394
20.37844467
20.04924011
20.04075623
19.24571037
19.23988724
19.23678970
18.84731483
18.84683037
18.74041939
18.73774529
18.73369026
18.64869499
18.64869499
18.56295395
18.69180298
18.69310188
18.76951027
18.77040291
18.81156158
18.73712349
18.73778152
18.85549355
18.84567833
18.98440170
18.98046303
18.97930717
18.99941635
18.99594688
18.82396317
18.82163048
18.81794167
18.67466545
18.67507172
18.75417900
18.75309181
18.76041031
18.85987282
18.85466385
19.16539383
19.14818573
19.14936256
19.48582458
19.47968674
19.95043564
19.93862152
19.93584251
20.24785233
20.24530029
20.53155899
20.53089142
20.52790451
20.87857819
20.86391068
21.39051056
21.38582993
21.40027618
21.87814903
21.88083839
21.86158752
22.18392563
22.18281174
22.66982841
22.66044617
23.25502014
23.24615479
23.24229050
23.36261559
23.35242844
23.44600487
23.34504318
23.33206177
23.04219437
23.00992775
22.29385567
22.21916962
22.20012665
21.65496635
21.64617729
21.04221153
21.11335754
21.10359001
20.82118034
20.79932213
20.60945129
20.59157944
20.58537483
20.56856537
20.57212830
20.86904716
20.86691856
20.86227798
21.13991165
21.14885139
21.34136581
21.33304214
21.33596230
21.96083832
21.96181107
22.17630386
22.27042961
22.26927757
22.03257751
22.02455139
21.98149681
21.97427940
21.96162033
21.88083839
21.88194466
22.10104370
22.10231590
22.09518051
